"","formula","exit_status.LTL2SDBA","exit_status.LTL2SDBA+Opt","exit_status.S+S","exit_status.S+SOpt","exit_status.ltl2ldba","exit_status.ltl2ldbaOpt","exit_code.LTL2SDBA","exit_code.LTL2SDBA+Opt","exit_code.S+S","exit_code.S+SOpt","exit_code.ltl2ldba","exit_code.ltl2ldbaOpt","time.LTL2SDBA","time.LTL2SDBA+Opt","time.S+S","time.S+SOpt","time.ltl2ldba","time.ltl2ldbaOpt","states.LTL2SDBA","states.LTL2SDBA+Opt","states.S+S","states.S+SOpt","states.ltl2ldba","states.ltl2ldbaOpt","edges.LTL2SDBA","edges.LTL2SDBA+Opt","edges.S+S","edges.S+SOpt","edges.ltl2ldba","edges.ltl2ldbaOpt","transitions.LTL2SDBA","transitions.LTL2SDBA+Opt","transitions.S+S","transitions.S+SOpt","transitions.ltl2ldba","transitions.ltl2ldbaOpt","acc.LTL2SDBA","acc.LTL2SDBA+Opt","acc.S+S","acc.S+SOpt","acc.ltl2ldba","acc.ltl2ldbaOpt","scc.LTL2SDBA","scc.LTL2SDBA+Opt","scc.S+S","scc.S+SOpt","scc.ltl2ldba","scc.ltl2ldbaOpt","nondet_states.LTL2SDBA","nondet_states.LTL2SDBA+Opt","nondet_states.S+S","nondet_states.S+SOpt","nondet_states.ltl2ldba","nondet_states.ltl2ldbaOpt","nondet_aut.LTL2SDBA","nondet_aut.LTL2SDBA+Opt","nondet_aut.S+S","nondet_aut.S+SOpt","nondet_aut.ltl2ldba","nondet_aut.ltl2ldbaOpt","complete_aut.LTL2SDBA","complete_aut.LTL2SDBA+Opt","complete_aut.S+S","complete_aut.S+SOpt","complete_aut.ltl2ldba","complete_aut.ltl2ldbaOpt","product_states.LTL2SDBA","product_states.LTL2SDBA+Opt","product_states.S+S","product_states.S+SOpt","product_states.ltl2ldba","product_states.ltl2ldbaOpt","product_transitions.LTL2SDBA","product_transitions.LTL2SDBA+Opt","product_transitions.S+S","product_transitions.S+SOpt","product_transitions.ltl2ldba","product_transitions.ltl2ldbaOpt","product_scc.LTL2SDBA","product_scc.LTL2SDBA+Opt","product_scc.S+S","product_scc.S+SOpt","product_scc.ltl2ldba","product_scc.ltl2ldbaOpt"
"216","(p0) | ((p1) U (p0))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0030239,0.009059,0.0126417,0.0250583,0.805374,0.811274,3,2,2,2,2,2,5,3,3,3,3,3,15,7,7,7,7,7,1,1,1,1,1,1,3,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,600,400,400,400,400,400,15445,7201,7201,7201,7201,7201,6,5,5,5,5,5
"217","F((p0) & (X((p1) & (X(F(p2))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0037887,0.0100432,0.0162777,0.0208453,0.855823,0.93694,5,4,4,4,5,4,8,8,8,8,13,8,48,32,32,32,40,32,1,1,1,1,1,1,5,3,3,3,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1000,800,800,800,1000,800,25114,16752,16752,16752,20940,16752,204,3,3,3,6,3
"218","F((p0) & (X((p1) U (p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00484524,0.0234249,0.0226372,0.0245408,0.804579,0.905516,4,3,3,3,3,3,7,6,6,6,6,6,42,24,24,24,24,24,1,1,1,1,1,1,4,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,800,600,600,600,600,600,21945,12543,12543,12543,12543,12543,5,2,2,2,2,2
"219","F((p0) & (X(G(p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00331349,0.00937934,0.0185538,0.020819,0.79706,0.900625,3,3,2,2,3,3,5,4,3,3,7,7,12,10,8,8,15,13,1,1,1,1,1,1,3,3,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,600,600,400,400,600,600,12578,10467,8356,8356,15657,13546,3,202,2,2,2,2
"220","F((p0) | (p1))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00278859,0.00993277,0.0181084,0.0228441,0.814372,0.79135,3,2,2,2,2,2,5,3,3,3,3,3,16,8,8,8,8,8,1,1,1,1,1,1,3,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,599,399,399,399,399,399,16694,8340,8340,8340,8340,8340,3,2,2,2,2,2
"221","F(p0)","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00270575,0.00940211,0.0159827,0.0216387,0.741918,0.813534,3,2,2,2,2,2,5,3,3,3,3,3,8,4,4,4,4,4,1,1,1,1,1,1,3,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,600,400,400,400,400,400,16456,8228,8228,8228,8228,8228,3,2,2,2,2,2
"222","G(!((p0) & (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00269428,0.0090136,0.0141422,0.0219034,0.817393,0.811134,2,2,1,1,1,1,3,2,1,1,1,1,9,6,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,9312,3118,3104,3104,3104,3104,2,2,1,1,1,1
"223","G(!(p0))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00247346,0.010423,0.020856,0.0230714,0.866047,0.850958,2,2,1,1,1,1,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,6219,2081,2073,2073,2073,2073,2,2,1,1,1,1
"224","G((!(p0)) & (!(p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00386666,0.00871011,0.0156232,0.0207354,0.819401,0.924712,2,2,1,1,1,1,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,2928,980,976,976,976,976,4,3,2,2,2,2
"225","G((!(p0)) -> (!((p1) & (p2) & (p3) & (p4) & (p5))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0327181,0.0395982,0.0237422,0.0504609,1.12302,1.33899,2,2,1,1,1,1,3,2,1,1,1,1,189,126,63,63,63,63,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,11961,4004,3987,3987,3987,3987,2,2,1,1,1,1
"226","G((!(p0)) -> (((p1) & (p2) & (p3) & (p4)) -> (!(p5))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0300361,0.0522588,0.0205988,0.0283255,1.02871,0.918103,2,2,1,1,1,1,3,2,1,1,1,1,189,126,63,63,63,63,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,12411,4160,4137,4137,4137,4137,2,2,1,1,1,1
"227","G((!(p0)) -> ((p1) <-> (!(p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00282233,0.0198953,0.0234082,0.0291632,0.834346,1.22096,2,2,1,1,1,1,3,2,1,1,1,1,18,12,6,6,6,6,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,9474,3175,3158,3158,3158,3158,2,2,1,1,1,1
"228","G((!(p0)) -> (F(p0)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00305379,0.0195064,0.0202781,0.0258429,0.783471,0.881322,5,3,1,1,1,1,14,6,2,2,2,2,14,6,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1000,401,200,200,200,200,29729,8510,4247,4247,4247,4247,2,2,1,1,1,1
"229","G((!(p0)) | (X((!(p0)) | (X((!(p0)) | (X((!(p0)) | (X((!(p0)) | (X((!(p0)) | (X((!(p0)) | (X((!(p0)) | (X((!(p0)) | (X((!(p0)) | (X((!(p0)) | (X(!(p0))))))))))))))))))))))))",0,"ok","ok","ok","ok","ok",0,0,0,0,0,0,0,5.20246,0.0236251,0.0243268,1.06433,1.08098,0,13,12,12,12,12,0,25,23,23,23,23,0,25,23,23,23,23,0,1,1,1,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,2400,2400,2400,2400,0,48215,48197,48197,48197,48197,0,2,1,1,1,1
"230","G(((!((p1) <-> (X(p1)))) | (!((p0) <-> (X(p0)))) | (!((p2) <-> (X(p2)))) | (!((p3) <-> (X(p3))))) -> ((X(!(p4))) & (X((!((!((p1) <-> (X(p1)))) | (!((p0) <-> (X(p0)))) | (!((p2) <-> (X(p2)))) | (!((p3) <-> (X(p3)))))) U (p4)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.158885,0.165287,0.0673818,110.789,1.37295,1.35943,82,33,99,67,49,49,513,304,769,385,560,560,640,336,896,496,608,608,1,1,1,1,1,1,19,2,20,36,2,2,34,0,34,17,0,0,1,0,1,1,0,0,0,0,0,0,0,0,8421,3319,9556,3412,4794,4794,40205,21877,52989,22466,38802,38802,3157,554,3941,647,559,559
"231","G(((!(p0)) & ((p1) | (p2) | (p3) | (p4))) -> ((!(p5)) <-> (p6)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0580449,0.080682,0.0193443,0.0253741,1.05767,1.04503,2,2,1,1,1,1,3,2,1,1,1,1,294,196,98,98,98,98,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,9384,3143,3128,3128,3128,3128,2,2,1,1,1,1
"232","G(((!(p0)) & ((p1) | (p2) | (p3))) -> (p4))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00574553,0.0153653,0.0149048,0.0225163,0.940391,0.982762,2,2,1,1,1,1,3,2,1,1,1,1,75,50,25,25,25,25,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,9666,3237,3222,3222,3222,3222,2,2,1,1,1,1
"233","G(((!(p0)) & (X(p0))) -> (X((!((!(p0)) & (X(p0)))) U ((!(p1)) & (X(p1))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0045218,0.0212639,0.0246595,0.0391656,1.08191,1.07902,15,12,17,14,9,9,57,43,60,44,28,28,71,57,74,59,32,32,1,1,1,1,1,1,4,2,5,4,1,1,7,6,6,6,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2996,2396,3394,2796,1795,1795,74914,60104,77951,62164,33666,33666,402,2,205,4,1,1
"234","G(((!(p0)) & (X(p0))) -> (X((G(p0)) | ((p0) U (p1)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0044878,0.0153675,0.0191707,0.0218429,1.02595,1.16644,8,7,3,3,9,8,28,23,8,8,39,27,43,36,11,11,53,40,1,1,1,1,1,1,3,3,1,1,4,3,3,3,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,1599,1399,599,599,1797,1598,44253,37099,11343,11343,54682,41145,3,4,1,1,202,3
"235","G(((!(p0)) & (X(p0))) -> (X((p0) U ((p0) & (!(p1)) & (X((p0) & (p1) & ((p0) U ((p0) & (!(p1)) & (X((p0) & (p1)))))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.013128,0.0122068,0.0227161,0.0339963,1.12267,0.999372,14,7,19,13,7,7,37,15,48,30,16,16,50,20,65,43,20,20,1,1,1,1,1,1,4,2,7,3,1,1,6,0,6,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2787,1195,3780,2590,1394,1394,50488,16130,65512,43403,20165,20165,11,2,212,7,1,1
"236","G(((!(p0)) & (X(p0))) -> (X((p0) U ((p0) & (!(p1)) & (X((p0) & (p1)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00370008,0.0197125,0.0198647,0.0277935,0.960293,1.02993,8,5,11,9,5,5,23,11,30,22,12,12,35,16,43,34,16,16,1,1,1,1,1,1,2,2,4,3,1,1,4,0,4,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1594,797,2188,1794,996,996,36399,12461,44548,35306,16604,16604,4,2,203,5,1,1
"237","G(((!(p0)) & (p1) & (!(p2)) & (!(p3)) & (!(p4))) -> (F((!(p5)) & (!(p6)) & (!(p7)) & (!(p8)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.030321,0.043136,0.0199491,0.0271871,1.37856,1.54568,5,3,2,2,2,2,15,6,4,4,4,4,3584,1536,1024,1024,1024,1024,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1000,401,400,400,400,400,29743,8512,8498,8498,8498,8498,2,2,1,1,1,1
"238","G(((!(p0)) & (p1)) -> (X(p2)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0032997,0.00953288,0.0164713,0.023843,1.06839,1.10866,4,3,2,2,2,2,12,6,4,4,4,4,36,20,12,12,12,12,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,800,401,400,400,400,400,19008,6361,6336,6336,6336,6336,2,2,1,1,1,1
"239","G(((X(p0)) -> (p0)) -> (((p1) -> (X(p1))) & ((!(p1)) -> (X(!(p1))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00337183,0.0105592,0.0192547,0.0225308,0.954679,0.96659,8,5,5,5,5,5,29,14,14,14,14,14,34,14,14,14,14,14,1,1,1,1,1,1,3,2,2,2,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1396,796,796,796,796,796,24722,10265,10265,10265,10265,10265,3,2,2,2,2,2
"240","G(((X(p0)) -> (p0)) -> ((p1) <-> (X(p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00388635,0.0103123,0.0185182,0.0222467,0.982542,0.945616,8,5,5,5,5,5,29,14,14,14,14,14,34,14,14,14,14,14,1,1,1,1,1,1,3,2,2,2,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1393,793,793,793,793,793,25338,10505,10505,10505,10505,10505,3,2,2,2,2,2
"241","G(((p0) & (!(p1)) & (F(p1))) -> ((!(p2)) U ((p1) | (p3))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00583728,0.0234371,0.0196519,0.0227836,1.07465,1.05398,12,6,3,3,6,5,36,13,7,7,23,13,185,91,40,40,146,105,1,1,1,1,1,1,8,4,2,2,4,3,3,1,0,0,3,2,1,1,0,0,1,1,0,0,0,0,0,0,2262,1139,578,578,1156,956,46171,23180,10141,10141,37057,26981,142,186,2,2,4,3
"242","G(((p0) & (!(p1)) & (F(p1))) -> ((!(p2)) U (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00422579,0.0205497,0.021117,0.0241713,1.26641,1.19465,12,6,3,3,6,5,35,13,7,7,23,13,89,43,20,20,70,49,1,1,1,1,1,1,9,4,2,2,4,3,3,1,0,0,3,2,1,1,0,0,1,1,0,0,0,0,0,0,2400,1198,600,600,1200,1000,46685,22635,10447,10447,36791,25940,33,201,2,2,4,3
"243","G(((p0) & (!(p1)) & (F(p1))) -> (((p2) -> ((!(p1)) U ((!(p1)) & (p3)))) U (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00828832,0.0278496,0.0227591,0.02611,1.19826,1.25456,16,8,3,3,7,7,59,22,8,8,33,22,236,119,40,40,168,131,1,1,1,1,1,1,7,4,1,1,3,3,4,2,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,3174,1600,600,600,1400,1400,61172,30977,10394,10394,43678,33996,44,203,1,1,3,3
"244","G(((p0) & (!(p1)) & (F(p1))) -> ((p2) U (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00516229,0.0286837,0.0200731,0.0232694,1.14889,1.07808,12,6,3,3,6,5,35,13,7,7,23,13,89,43,20,20,70,49,1,1,1,1,1,1,9,4,2,2,4,3,3,1,0,0,3,2,1,1,0,0,1,1,0,0,0,0,0,0,2400,1197,600,600,1200,1000,46553,22538,10425,10425,36639,25739,46,200,2,2,4,3
"245","G(((p0) & (!(p1)) & (X(p1)) & (X(p0))) -> ((p2) -> (X(p3))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00515336,0.0216633,0.0203684,0.0227058,0.954272,0.976617,6,3,2,2,2,2,24,6,4,4,4,4,120,46,30,30,30,30,1,1,1,1,1,1,2,2,1,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1132,384,383,383,383,383,29656,7533,7512,7512,7512,7512,2,2,1,1,1,1
"246","G(((p0) & (!(p1))) -> ((!(p1)) U ((!(p1)) & (p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00333706,0.0103551,0.0204091,0.0237749,0.993913,1.09841,5,3,2,2,2,2,15,6,4,4,4,4,40,20,12,12,12,12,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,991,398,397,397,397,397,20272,6122,6096,6096,6096,6096,2,2,1,1,1,1
"247","G(((p0) & (!(p1))) -> ((!(p1)) W ((!(p1)) & (p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00334885,0.0123655,0.0190492,0.0220092,0.987283,1.00483,6,5,2,2,2,2,17,12,4,4,4,4,48,40,12,12,12,12,1,1,1,1,1,1,3,3,1,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1197,998,399,399,399,399,24916,20808,6248,6248,6248,6248,3,3,1,1,1,1
"248","G(((p0) & (!(p1))) -> ((!(p2)) W ((p1) | (p3))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00552274,0.023453,0.019059,0.022852,0.95971,0.931247,6,5,2,2,2,2,17,12,4,4,4,4,129,101,29,29,29,29,1,1,1,1,1,1,3,3,1,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1160,974,387,387,387,387,32605,25734,7353,7353,7353,7353,3,3,1,1,1,1
"249","G(((p0) & (!(p1))) -> ((!(p2)) W (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00364662,0.0257135,0.0221331,0.0286455,1.29912,1.32449,6,5,2,2,2,2,17,12,4,4,4,4,57,45,13,13,13,13,1,1,1,1,1,1,3,3,1,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1200,1000,400,400,400,400,30063,23725,6852,6852,6852,6852,3,3,1,1,1,1
"250","G(((p0) & (!(p1))) -> (((p2) -> ((!(p1)) U ((!(p1)) & (p3)))) W (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00539335,0.0281913,0.019671,0.0243032,1.09297,1.26739,12,8,3,3,8,8,48,27,8,8,36,26,208,147,40,40,180,139,1,1,1,1,1,1,3,3,1,1,3,3,3,3,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,2386,1600,600,600,1600,1600,54901,38856,10576,10576,47580,36728,5,3,1,1,3,3
"251","G(((p0) & (!(p1))) -> ((p2) W (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00409276,0.0114091,0.0147711,0.0224894,1.01401,0.997929,6,5,2,2,2,2,17,12,4,4,4,4,57,45,13,13,13,13,1,1,1,1,1,1,3,3,1,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1197,998,399,399,399,399,30376,23998,6930,6930,6930,6930,3,3,1,1,1,1
"252","G(((p0) & (F(p1))) -> ((!((!(p1)) & (p2) & (X((!(p1)) U ((!(p1)) & (p3)))))) U ((p1) | (p4))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0543924,0.0718139,0.020512,0.0255232,1.24279,1.19305,50,15,4,4,16,9,196,39,10,10,84,31,1398,402,112,112,784,376,1,1,1,1,1,1,28,8,2,2,7,4,6,3,0,0,5,3,1,1,0,0,1,1,0,0,0,0,0,0,9028,2815,781,781,3029,1759,164447,49834,14281,14281,97409,47879,1066,515,2,2,408,22
"253","G(((p0) & (F(p1))) -> ((!(p2)) U ((p1) | ((!(p2)) & (p3) & (X((!(p2)) U (p4)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0362981,0.0493235,0.0248915,0.0251144,1.17039,1.30863,31,14,4,4,10,9,177,60,13,13,55,37,860,386,112,112,446,322,1,1,1,1,1,1,18,8,2,2,4,3,6,4,0,0,4,3,1,1,0,0,1,1,0,0,0,0,0,0,5464,2482,772,772,1878,1678,100768,46485,14211,14211,55668,40010,834,614,2,2,66,65
"254","G(((p0) & (F(p1))) -> (((!(p1)) & (!(p2))) U ((p1) | (((!(p1)) & (p2)) U ((p1) | (((!(p1)) & (!(p2))) U ((p1) | (((!(p1)) & (p2)) U ((p1) | ((!(p2)) U (p1)))))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0132461,0.028951,0.020912,0.0246161,1.19576,1.15615,44,14,7,7,14,13,163,40,19,19,73,44,373,110,52,52,200,132,1,1,1,1,1,1,25,4,2,2,4,3,7,1,0,0,7,6,1,1,0,0,1,1,0,0,0,0,0,0,8746,2796,1398,1398,2796,2596,191413,56761,26831,26831,103245,68346,200,203,2,2,4,3
"255","G(((p0) & (F(p1))) -> ((((p2) & (X((!(p1)) U (p3)))) -> (X((!(p1)) U ((p3) & (F(p4)))))) U (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.14336,0.186513,0.061477,0.0965304,1.30264,1.45156,106,21,37,29,30,17,743,116,242,179,256,98,3236,670,1312,1032,1516,688,1,1,1,1,1,1,53,7,7,5,11,3,10,6,9,8,8,8,1,1,1,1,1,1,0,0,0,0,0,0,19803,4108,7162,5630,5837,3310,387002,83812,162579,128386,188363,86049,2180,387,10,205,687,3
"256","G(((p0) & (F(p1))) -> (((p2) -> ((!(p1)) U ((!(p1)) & (p3) & (!(p4)) & (X(((!(p1)) & (!(p4))) U (p5)))))) U (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0793844,0.0940332,0.0252307,0.0266661,1.23341,1.19163,30,10,4,4,9,9,179,34,14,14,57,36,1572,554,208,208,864,626,1,1,1,1,1,1,11,4,1,1,3,3,6,3,0,0,4,4,1,1,0,0,1,1,0,0,0,0,0,0,5279,1974,787,787,1774,1774,92886,35545,13254,13254,55049,40143,538,203,1,1,3,3
"257","G(((p0) & (F(p1))) -> (((p2) -> ((!(p1)) U ((!(p1)) & (p3) & (X((!(p1)) U (p4)))))) U (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0426973,0.0597792,0.0234512,0.0263002,1.08884,1.178,30,10,4,4,9,9,175,35,14,14,57,36,836,286,104,104,432,318,1,1,1,1,1,1,12,4,1,1,3,3,6,2,0,0,4,4,1,1,0,0,1,1,0,0,0,0,0,0,5759,1993,797,797,1794,1794,105595,37235,13499,13499,56090,41323,393,202,1,1,3,3
"258","G(((p0) & (X(!(p0)))) -> (X((!(p0)) U ((!(p0)) & (!(p1)) & (X((!(p0)) & (p1) & ((!(p0)) U ((!(p0)) & (!(p1)) & (X((!(p0)) & (p1) & ((!(p0)) U ((!(p0)) & (!(p1)) & (X((!(p0)) & (p1)))))))))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00663197,0.0248044,0.0342276,0.0402809,1.15586,1.13331,22,9,29,17,9,9,55,19,70,38,20,20,69,24,90,52,24,24,1,1,1,1,1,1,8,2,12,3,1,1,8,0,8,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4400,1601,5800,3400,1800,1800,71120,20631,92766,53599,24741,24741,26,2,229,12,1,1
"259","G(((p0) & (X(!(p0)))) -> (X((!(p0)) U ((!(p0)) & (!(p1)) & (X((!(p0)) & (p1) & ((!(p0)) U ((!(p0)) & (!(p1)) & (X((!(p0)) & (p1)))))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0090576,0.0119732,0.0258456,0.0367166,1.16359,1.13282,14,7,19,13,7,7,37,15,48,30,16,16,50,20,65,43,20,20,1,1,1,1,1,1,4,2,7,3,1,1,6,0,6,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2779,1191,3768,2584,1390,1390,51544,16431,66835,44284,20588,20588,8,2,209,5,1,1
"260","G(((p0) & (X(F(p1)))) -> (X(F((p1) & (F(p2))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00691625,0.026407,0.029311,0.0450692,1.13967,1.24834,28,11,17,15,12,11,149,38,90,66,66,48,260,91,166,126,152,125,1,1,1,1,1,1,18,6,4,5,5,4,6,2,6,5,4,4,1,1,1,1,1,1,0,0,0,0,0,0,5584,2195,3391,2994,2397,2198,137734,48392,87895,66892,80546,66280,139,403,4,206,205,6
"261","G(((p0) & (p1) & (!(p2)) & (!(p3)) & (!(p4))) -> (F((p5) & (!(p6)) & (!(p7)) & (!(p8)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0330807,0.0443542,0.0205134,0.0258161,1.35831,1.29103,5,3,2,2,2,2,15,6,4,4,4,4,3584,1536,1024,1024,1024,1024,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1000,401,400,400,400,400,29757,8524,8502,8502,8502,8502,2,2,1,1,1,1
"262","G(((p0) & (p1) & (!(p2)) & (X(p2))) -> (X((X(!(p1))) | ((p2) U ((!(p2)) U ((p2) U ((!(p1)) | (p3))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0230033,0.0290578,0.021083,0.0259354,1.51,1.1114,33,6,5,5,6,6,156,18,16,16,19,19,610,94,78,78,94,94,1,1,1,1,1,1,8,2,1,1,1,1,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5444,940,939,939,1121,1121,130769,18792,18770,18770,22485,22485,935,2,1,1,1,1
"263","G(((p0) & (p1) & (!(p2)) & (X(p2))) -> (X((p3) | (X((!(p1)) | (p3))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00768301,0.025227,0.0228973,0.0243637,1.20769,1.33437,11,4,3,3,3,3,41,9,7,7,7,7,228,60,44,44,44,44,1,1,1,1,1,1,3,2,1,1,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2098,584,583,583,583,583,56683,11196,11170,11170,11170,11170,185,2,1,1,1,1
"264","G(((p0) & (p1)) -> ((!(p1)) R ((p0) | (!(p1)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00338947,0.0154951,0.0189378,0.0222971,1.00127,1.04915,6,5,2,2,2,2,16,12,4,4,4,4,30,24,7,7,7,7,1,1,1,1,1,1,3,3,1,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1197,998,399,399,399,399,31577,25317,7390,7390,7390,7390,3,3,1,1,1,1
